# CCSD(T) aug-cc-pVDZ
C	0.9704600	-0.5526220	0.0000000
C	0.0000000	0.6243710	0.0000000
Cl	-1.6994310	-0.0054370	0.0000000
O	2.2853830	0.0273180	0.0000000
H	0.8017630	-1.1738450	0.8996980
H	0.8017630	-1.1738450	-0.8996980
H	0.1244630	1.2408260	0.9016290
H	0.1244630	1.2408260	-0.9016290
H	2.9320530	-0.6905670	0.0000000
